"realpseudo","resp","rt","item","id"
pseudo,0,1.50539,os,2045
pseudo,0,0.96523,os,2558
pseudo,0,0.36459,os,2021
pseudo,0,1.129955,os,2144
pseudo,0,0.981635,os,2584
pseudo,0,6.80659,ot,245
pseudo,0,0.58647,ot,3254
pseudo,0,1.388,ot,1922
pseudo,0,1.377965,ot,3170
pseudo,0,9.69782,ot,215
pseudo,0,0.439955,ot,87
pseudo,0,1.597925,ot,2227
pseudo,0,0.5348,ot,445
pseudo,0,0.34079,ot,131
pseudo,0,0.92814,ot,1489
pseudo,0,1.170775,ot,362
pseudo,0,0.43757,ot,3230
pseudo,0,1.265345,ro,2584
pseudo,0,0.00998,ro,2159
pseudo,0,0.936765,ro,50
pseudo,0,0.670575,ro,2598
pseudo,0,1.04994,ro,2612
pseudo,0,0.440655,ro,2045
pseudo,0,0.67912,ro,1241
pseudo,0,1.19523,ro,38
pseudo,0,0.44606,ro,2021
pseudo,0,1.119375,ro,2536
pseudo,0,0.55,ro,446
pseudo,0,0.0848,ro,373
pseudo,0,0.4486,ro,3230
pseudo,0,1.07128,ro,1856
pseudo,0,0.3189,ro,245
pseudo,0,0.374775,ro,2998
pseudo,0,4.150705,ro,409
real,0,0.44969,so,1366
real,0,0.261,so,1922
real,0,0.832685,so,346
real,0,0.267395,so,3237
real,0,0.320635,so,1841
real,0,0.218185,so,2065
real,0,0.450465,so,309
real,0,0.855415,so,51
real,0,0.770715,so,1763
real,0,0.599165,so,23
real,0,0.1805,so,1934
real,0,0.33246,so,87
real,0,0.54331,so,2144
real,0,0.41935,so,2455
pseudo,0,0.33098,te,2065
pseudo,0,0.766235,te,2021
pseudo,0,0.719135,te,469
pseudo,0,0.492365,te,211
pseudo,0,0.297755,te,2589
pseudo,0,2.718235,te,3254
pseudo,0,0.53415,te,132
pseudo,0,0.575805,te,2494
pseudo,0,25.87847,te,373
pseudo,0,0.962195,te,2455
pseudo,0,0.10771,te,87
pseudo,0,0.788625,te,2041
pseudo,0,0.476065,te,1841
pseudo,0,1.132935,ud,36
pseudo,0,0.5554,ud,395
pseudo,0,0.10453,ud,3237
pseudo,0,0.98621,ud,2065
pseudo,0,1.33409,ud,2021
pseudo,0,0.899035,ud,1365
pseudo,0,0.703,ud,2001
pseudo,0,0.49356,ud,1934
pseudo,0,0.851265,ud,2346
pseudo,0,0.16682,ud,373
pseudo,0,0.38286,ud,3230
pseudo,0,0.316275,ud,1841
pseudo,0,0.81123,ud,2159
pseudo,0,0.066565,ud,2041
real,0,0.34652,up,1841
real,0,0.63357,up,319
real,0,0.42935,up,131
real,0,0.0892,up,446
real,0,0.4464,up,465
real,0,4.809075,up,293
real,0,0.67573,up,2041
real,0,0.80028,up,43
real,0,0.895505,up,223
real,0,0.48755,we,2558
real,0,0.48355,we,1365
real,0,6.17635,we,245
real,0,1.788975,we,3230
real,0,1.148125,we,230
real,0,0.58959,we,2555
real,0,0.03345,we,2741
real,0,0.3317,we,446
real,0,1.236165,air,1366
real,0,0.484635,air,1365
real,0,0.8527,air,445
real,0,0.55987,air,43
real,0,0.50145,air,346
real,0,0.430605,air,3230
real,0,0.640895,air,2193
real,0,0.600025,air,67
real,0,0.311125,air,3237
real,0,0.6368,air,3170
real,0,1.036,air,446
pseudo,0,3.32241,alk,245
pseudo,0,0.7853,alk,305
pseudo,0,0.582965,alk,2188
pseudo,0,0.635645,alk,447
pseudo,0,1.71722,alk,2227
pseudo,0,1.082305,alk,36
pseudo,0,0.46746,alk,2555
pseudo,0,0.447635,alk,2065
pseudo,0,0.687285,alk,2144
pseudo,0,0.6738,alk,2558
pseudo,0,0.249085,alk,2741
pseudo,0,1.23501,alk,38
pseudo,0,0.14786,alk,226
pseudo,0,0.448,alk,212
pseudo,0,0.899095,alk,1960
pseudo,0,1.871325,alk,373
pseudo,0,3.62929,alk,2494
pseudo,0,0.703085,alk,367
real,0,0.54101,and,253
real,0,0.51862,and,409
real,0,0.713605,and,447
real,0,0.53125,and,1841
real,0,0.277215,and,3237
real,0,0.947115,and,293
real,0,0.6368,and,445
real,0,4.6521,and,446
real,0,0.50035,and,119
real,0,0.00817,and,2741
real,0,2.576635,and,38
pseudo,0,0.79,arf,2704
pseudo,0,1.088225,arf,1488
pseudo,0,0.29832,arf,1841
pseudo,0,1.309855,arf,2455
pseudo,0,0.92709,arf,469
pseudo,0,0.931595,arf,2346
pseudo,0,0.36703,arf,3254
pseudo,0,2.645015,arf,245
pseudo,0,1.11681,arf,2609
pseudo,0,1.1829,arf,1980
pseudo,0,0.32698,arf,2041
pseudo,0,0.48121,arf,3230
pseudo,0,0.931915,arf,2998
pseudo,0,1.36192,arf,1061
pseudo,0,26.727505,arf,373
pseudo,0,1.37699,arf,1240
pseudo,0,0.95567,arf,1857
pseudo,0,0.65383,arf,3170
pseudo,0,0.466,arf,212
pseudo,0,1.112885,arf,67
pseudo,0,0.775,arf,1429
pseudo,0,1.03109,arf,230
pseudo,0,0.81446,arf,2088
pseudo,0,1.318855,arf,2536
pseudo,0,0.67247,arf,447
pseudo,0,0.918175,arf,1960
pseudo,0,0.55072,arf,1590
real,0,0.46395,arm,349
real,0,1.08089,arm,1365
real,0,2.687695,arm,2041
real,0,1.371585,arm,346
real,0,5.686815,arm,373
real,0,0.529255,arm,1763
real,0,1.397565,arm,2065
real,0,0.98207,arm,1489
real,0,2.88,arm,1922
real,0,0.81755,arm,241
real,0,4.69996,arm,1934
real,0,0.918825,arm,338
real,0,1.523295,arm,1240
real,0,0.177455,arm,2455
real,0,1.17457,arm,50
real,0,0.2045,arm,446
real,0,1.030455,arm,467
real,0,2.50881,arm,2741
real,0,0.81529,arm,245
pseudo,0,1.214875,ase,338
pseudo,0,1.001255,ase,2346
pseudo,0,1.316645,ase,2584
pseudo,0,2.492905,ase,469
pseudo,0,5.79687,ase,2455
pseudo,0,4.997,ase,1922
pseudo,0,2.038245,ase,2065
pseudo,0,0.616335,ase,3254
pseudo,0,1.007625,ase,1946
pseudo,0,0.4455,ase,446
pseudo,0,1.15402,ase,2998
pseudo,0,0.34104,ase,3170
pseudo,0,0.280375,ase,2021
pseudo,0,1.75505,ase,2045
pseudo,0,1.33817,ase,346
pseudo,0,1.906015,ase,406
pseudo,0,1.6729,ase,2609
pseudo,0,0.82485,ase,3247
pseudo,0,5.516045,ase,226
pseudo,0,4.10675,ase,2159
pseudo,0,0.68781,ase,1763
pseudo,0,0.729295,ase,2193
pseudo,0,1.75654,ase,336
pseudo,0,1.19204,ase,67
pseudo,0,2.06466,ase,1240
pseudo,0,0.63889,ase,349
pseudo,0,0.473765,bot,2193
pseudo,0,1.28321,bot,85
pseudo,0,0.735485,bot,349
pseudo,0,0.95622,bot,2144
pseudo,0,0.838665,bot,367
pseudo,0,0.019065,bot,23
pseudo,0,0.83905,bot,3230
pseudo,0,1.614575,bot,361
pseudo,0,0.778,bot,352
pseudo,0,0.700765,bot,1856
pseudo,0,1.499275,bot,51
pseudo,0,3.43948,bot,2041
pseudo,0,0.5763,bot,2704
pseudo,0,0.89145,bot,320
pseudo,0,0.889675,bot,1961
pseudo,0,0.840225,bot,36
pseudo,0,1.080285,bot,1345
pseudo,0,2.038015,bot,309
pseudo,0,1.87822,bot,346
pseudo,0,1.28287,bot,2584
pseudo,0,1.65286,bot,373
pseudo,0,0.66238,bot,2598
pseudo,0,1.76038,bot,2557
pseudo,0,1.570885,bot,215
pseudo,0,1.950105,bot,409
pseudo,0,0.845,bot,2946
pseudo,0,1.112815,bot,321
pseudo,0,0.20763,bot,1934
pseudo,0,0.870655,bot,2611
pseudo,0,0.14071,bot,2159
pseudo,0,0.860125,bot,1930
pseudo,0,0.823325,bot,2612
pseudo,0,3.90667,bot,230
pseudo,0,2.396755,bot,467
pseudo,0,0.0901,bot,445
pseudo,0,1.153335,bot,353
pseudo,0,2.736035,bot,2455
pseudo,0,0.73565,bot,38
pseudo,0,1.11463,bot,1489
pseudo,0,0.3571,bot,446
pseudo,0,0.92335,bot,2101
pseudo,0,1.56895,bot,2346
pseudo,0,0.98387,bot,1763
pseudo,0,0.799555,bot,362
pseudo,0,0.85942,bot,3247
pseudo,0,1.60395,bot,358
pseudo,0,1.398195,bot,241
pseudo,0,0.94862,bot,1857
pseudo,0,0.699375,bot,1960
pseudo,0,1.01327,bot,395
pseudo,0,0.90238,bot,50
pseudo,0,0.85114,bot,2536
pseudo,0,0.733795,bot,1590
pseudo,0,0.692,bot,1922
pseudo,0,0.554205,bot,1488
pseudo,0,0.8142,bot,1240
pseudo,0,0.918,bot,1241
pseudo,0,0.82582,bot,305
pseudo,0,4.968835,bot,2494
pseudo,0,0.971655,bot,1846
real,0,0.933125,but,3170
real,0,1.155,but,1922
real,0,0.73515,but,2065
real,0,0.503585,but,373
real,0,0.40678,but,2045
real,0,0.487,but,2704
real,0,0.3168,but,1841
real,0,0.15008,but,2741
real,0,0.474775,but,183
real,0,0.512825,but,3254
real,0,0.11113,but,1934
real,0,0.08827,but,2455
real,0,0.237065,but,2021
real,0,0.3225,but,445
real,0,0.674885,but,44
real,0,2.417445,but,42
real,0,0.87022,but,362
real,0,0.467705,but,2584
real,0,0.65009,but,358
real,0,0.914575,but,2494
real,0,0.742065,but,1945
real,0,0.36189,but,3237
real,0,0.84974,but,2697
real,0,0.50287,but,1930
real,0,1.30978,but,416
real,0,0.56474,but,1459
pseudo,0,0.248105,cag,2021
pseudo,0,0.977965,cag,2346
pseudo,0,0.6285,cag,2704
pseudo,0,0.6487,cag,3247
pseudo,0,0.664775,cag,1489
pseudo,0,0.3203,cag,446
pseudo,0,0.39142,cag,183
pseudo,0,0.6562,cag,132
pseudo,0,0.65422,cag,131
pseudo,0,0.488415,cag,1934
pseudo,0,0.421035,cag,427
pseudo,0,0.75546,cag,1857
pseudo,0,5.05908,cag,409
pseudo,0,14.738295,cag,373
pseudo,0,1.01414,cag,1856
pseudo,0,0.53681,cag,2536
pseudo,0,1.392295,cag,3237
pseudo,0,0.691775,cag,1807
pseudo,0,1.40828,cag,2455
real,0,0.266705,can,3237
real,0,0.84362,can,2144
real,0,0.919165,can,353
real,0,0.43993,can,3254
real,0,0.635695,can,1763
real,0,0.310865,can,2159
real,0,0.43793,can,2193
real,0,0.441895,can,427
real,0,0.80092,can,361
real,0,1.73306,can,336
real,0,2.01559,can,373
real,0,0.77458,can,2557
real,0,0.75714,can,305
real,0,0.785,car,1922
real,0,0.450005,car,2611
real,0,2.22234,car,2557
real,0,0.57565,car,1366
real,0,124.31944,car,2455
real,0,0.849095,car,416
real,0,2.33911,car,2741
real,0,0.347625,car,1934
real,0,0.801105,car,245
real,0,4.59446,car,3237
real,0,0.6888,car,445
pseudo,0,1.12001,cas,293
pseudo,0,2.94703,cas,373
pseudo,0,6.820725,cas,467
pseudo,0,2.17855,cas,2045
pseudo,0,0.957,cas,446
pseudo,0,1.818,cas,1922
pseudo,0,1.544225,cas,2558
pseudo,0,1.03369,cas,2041
pseudo,0,1.439035,cas,2494
pseudo,0,0.64077,cas,87
pseudo,0,0.826,cas,2946
pseudo,0,0.3323,cas,427
pseudo,0,0.82322,cas,3254
pseudo,0,0.69407,cas,2555
pseudo,0,2.95485,cas,219
pseudo,0,0.73287,cas,2598
pseudo,0,0.830075,cas,215
pseudo,0,0.434455,cas,2021
pseudo,0,0.78544,cas,183
pseudo,0,4.482535,cas,67
pseudo,0,0.57522,cas,2697
pseudo,0,0.53,cas,212
pseudo,0,0.77645,cas,2159
pseudo,0,0.449045,cas,346
pseudo,0,1.44303,cas,2346
real,0,0.720665,cat,2555
real,0,0.50232,cat,1345
real,0,1.067585,cat,409
real,0,0.084995,cat,2065
real,0,0.252,cat,1922
real,0,0.539465,cat,183
real,0,0.51531,cat,395
real,0,0.53341,cat,2741
real,0,0.595725,cat,38
real,0,0.66692,cat,1489
pseudo,0,0.30548,che,1489
pseudo,0,1.682885,che,2227
