"item","id","resp","Qmatrix__1","Qmatrix__2","Qmatrix__3","Qmatrix__4","Qmatrix__5","Qmatrix__6","Qmatrix__7","Qmatrix__8"
item_11,140,0,0,1,0,0,1,0,1,0
item_12,181,0,0,0,0,0,0,0,1,1
item_13,57,0,0,1,0,1,1,0,1,0
item_13,291,0,0,1,0,1,1,0,1,0
item_14,524,0,0,1,0,0,0,0,1,0
item_14,181,0,0,1,0,0,0,0,1,0
item_15,220,0,1,0,0,0,0,0,1,0
item_15,470,0,1,0,0,0,0,0,1,0
item_15,123,0,1,0,0,0,0,0,1,0
item_17,326,0,0,1,0,0,1,0,1,0
item_17,5,0,0,1,0,0,1,0,1,0
item_17,352,0,0,1,0,0,1,0,1,0
item_17,161,0,0,1,0,0,1,0,1,0
item_17,491,0,0,1,0,0,1,0,1,0
item_18,395,0,0,1,0,0,1,1,1,0
item_19,347,0,1,1,1,0,1,0,1,0
item_19,363,0,1,1,1,0,1,0,1,0
item_20,268,0,0,1,1,0,1,0,1,0
item_20,166,0,0,1,1,0,1,0,1,0
item_20,11,0,0,1,1,0,1,0,1,0
item_20,297,0,0,1,1,0,1,0,1,0
item_20,212,0,0,1,1,0,1,0,1,0
item_20,40,0,0,1,1,0,1,0,1,0
item_20,29,0,0,1,1,0,1,0,1,0
item_1,413,1,0,0,0,1,0,1,1,0
item_1,107,1,0,0,0,1,0,1,1,0
item_1,115,1,0,0,0,1,0,1,1,0
item_1,255,1,0,0,0,1,0,1,1,0
item_1,154,1,0,0,0,1,0,1,1,0
item_1,87,1,0,0,0,1,0,1,1,0
item_2,388,1,0,0,0,1,0,0,1,0
item_3,186,1,0,0,0,1,0,0,1,0
item_3,403,1,0,0,0,1,0,0,1,0
item_3,356,1,0,0,0,1,0,0,1,0
item_4,38,1,0,1,1,0,1,0,1,0
item_4,100,1,0,1,1,0,1,0,1,0
item_4,287,1,0,1,1,0,1,0,1,0
item_4,313,1,0,1,1,0,1,0,1,0
item_4,226,1,0,1,1,0,1,0,1,0
item_5,163,1,0,1,0,1,0,0,1,1
item_5,488,1,0,1,0,1,0,0,1,1
item_5,56,1,0,1,0,1,0,0,1,1
item_5,378,1,0,1,0,1,0,0,1,1
item_6,338,1,0,0,0,0,0,0,1,0
item_8,457,1,0,0,0,0,0,0,1,0
item_8,391,1,0,0,0,0,0,0,1,0
item_8,366,1,0,0,0,0,0,0,1,0
item_8,188,1,0,0,0,0,0,0,1,0
item_9,174,1,0,1,0,0,0,0,0,0
item_9,390,1,0,1,0,0,0,0,0,0
item_9,119,1,0,1,0,0,0,0,0,0
item_9,268,1,0,1,0,0,0,0,0,0
item_9,247,1,0,1,0,0,0,0,0,0
item_10,374,1,0,1,0,0,1,0,1,1
item_11,173,1,0,1,0,0,1,0,1,0
item_11,48,1,0,1,0,0,1,0,1,0
item_11,164,1,0,1,0,0,1,0,1,0
item_11,223,1,0,1,0,0,1,0,1,0
item_11,450,1,0,1,0,0,1,0,1,0
item_11,341,1,0,1,0,0,1,0,1,0
item_11,95,1,0,1,0,0,1,0,1,0
item_11,179,1,0,1,0,0,1,0,1,0
item_12,243,1,0,0,0,0,0,0,1,1
item_13,535,1,0,1,0,1,1,0,1,0
item_13,50,1,0,1,0,1,1,0,1,0
item_13,322,1,0,1,0,1,1,0,1,0
item_14,203,1,0,1,0,0,0,0,1,0
item_14,218,1,0,1,0,0,0,0,1,0
item_14,244,1,0,1,0,0,0,0,1,0
item_14,263,1,0,1,0,0,0,0,1,0
item_14,99,1,0,1,0,0,0,0,1,0
item_15,241,1,1,0,0,0,0,0,1,0
item_15,474,1,1,0,0,0,0,0,1,0
item_15,151,1,1,0,0,0,0,0,1,0
item_16,376,1,0,1,0,0,0,0,1,0
item_16,162,1,0,1,0,0,0,0,1,0
item_17,80,1,0,1,0,0,1,0,1,0
item_17,174,1,0,1,0,0,1,0,1,0
item_17,87,1,0,1,0,0,1,0,1,0
item_17,216,1,0,1,0,0,1,0,1,0
item_17,125,1,0,1,0,0,1,0,1,0
item_18,70,1,0,1,0,0,1,1,1,0
item_19,456,1,1,1,1,0,1,0,1,0
item_19,400,1,1,1,1,0,1,0,1,0
item_20,434,1,0,1,1,0,1,0,1,0
item_20,42,1,0,1,1,0,1,0,1,0
item_20,458,1,0,1,1,0,1,0,1,0
item_20,494,1,0,1,1,0,1,0,1,0
item_1,71,0,0,0,0,1,0,1,1,0
item_1,119,0,0,0,0,1,0,1,1,0
item_1,408,0,0,0,0,1,0,1,1,0
item_1,181,0,0,0,0,1,0,1,1,0
item_2,261,0,0,0,0,1,0,0,1,0
item_2,101,0,0,0,0,1,0,0,1,0
item_2,320,0,0,0,0,1,0,0,1,0
item_2,244,0,0,0,0,1,0,0,1,0
item_4,194,0,0,1,1,0,1,0,1,0
item_4,351,0,0,1,1,0,1,0,1,0
item_5,1,0,0,1,0,1,0,0,1,1
item_5,327,0,0,1,0,1,0,0,1,1
item_5,519,0,0,1,0,1,0,0,1,1
item_6,435,0,0,0,0,0,0,0,1,0
item_7,531,0,1,1,0,0,0,0,1,0
item_7,212,0,1,1,0,0,0,0,1,0
item_7,327,0,1,1,0,0,0,0,1,0
item_7,480,0,1,1,0,0,0,0,1,0
item_7,457,0,1,1,0,0,0,0,1,0
item_7,342,0,1,1,0,0,0,0,1,0
item_7,309,0,1,1,0,0,0,0,1,0
item_7,536,0,1,1,0,0,0,0,1,0
item_8,525,0,0,0,0,0,0,0,1,0
item_8,495,0,0,0,0,0,0,0,1,0
item_9,506,0,0,1,0,0,0,0,0,0
item_10,170,0,0,1,0,0,1,0,1,1
item_10,346,0,0,1,0,0,1,0,1,1
item_10,356,0,0,1,0,0,1,0,1,1
item_10,188,0,0,1,0,0,1,0,1,1
item_10,177,0,0,1,0,0,1,0,1,1
item_10,109,0,0,1,0,0,1,0,1,1
item_11,401,0,0,1,0,0,1,0,1,0
item_11,8,0,0,1,0,0,1,0,1,0
item_11,9,0,0,1,0,0,1,0,1,0
item_12,499,0,0,0,0,0,0,0,1,1
item_12,68,0,0,0,0,0,0,0,1,1
item_13,270,0,0,1,0,1,1,0,1,0
item_13,462,0,0,1,0,1,1,0,1,0
item_13,317,0,0,1,0,1,1,0,1,0
item_13,38,0,0,1,0,1,1,0,1,0
item_14,265,0,0,1,0,0,0,0,1,0
item_14,17,0,0,1,0,0,0,0,1,0
item_15,510,0,1,0,0,0,0,0,1,0
item_15,51,0,1,0,0,0,0,0,1,0
item_15,77,0,1,0,0,0,0,0,1,0
item_15,492,0,1,0,0,0,0,0,1,0
item_15,118,0,1,0,0,0,0,0,1,0
item_15,225,0,1,0,0,0,0,0,1,0
item_16,143,0,0,1,0,0,0,0,1,0
item_16,134,0,0,1,0,0,0,0,1,0
item_16,534,0,0,1,0,0,0,0,1,0
item_16,264,0,0,1,0,0,0,0,1,0
item_17,308,0,0,1,0,0,1,0,1,0
item_17,371,0,0,1,0,0,1,0,1,0
item_17,377,0,0,1,0,0,1,0,1,0
item_17,66,0,0,1,0,0,1,0,1,0
item_18,442,0,0,1,0,0,1,1,1,0
item_18,233,0,0,1,0,0,1,1,1,0
item_18,250,0,0,1,0,0,1,1,1,0
item_19,460,0,1,1,1,0,1,0,1,0
item_20,143,0,0,1,1,0,1,0,1,0
item_20,524,0,0,1,1,0,1,0,1,0
item_20,51,0,0,1,1,0,1,0,1,0
item_1,328,1,0,0,0,1,0,1,1,0
item_2,142,1,0,0,0,1,0,0,1,0
item_2,256,1,0,0,0,1,0,0,1,0
item_3,141,1,0,0,0,1,0,0,1,0
item_3,300,1,0,0,0,1,0,0,1,0
item_3,461,1,0,0,0,1,0,0,1,0
item_3,378,1,0,0,0,1,0,0,1,0
item_4,43,1,0,1,1,0,1,0,1,0
item_4,497,1,0,1,1,0,1,0,1,0
item_4,94,1,0,1,1,0,1,0,1,0
item_4,509,1,0,1,1,0,1,0,1,0
item_5,270,1,0,1,0,1,0,0,1,1
item_5,65,1,0,1,0,1,0,0,1,1
item_5,305,1,0,1,0,1,0,0,1,1
item_5,36,1,0,1,0,1,0,0,1,1
item_5,280,1,0,1,0,1,0,0,1,1
item_5,198,1,0,1,0,1,0,0,1,1
item_5,459,1,0,1,0,1,0,0,1,1
item_5,126,1,0,1,0,1,0,0,1,1
item_5,498,1,0,1,0,1,0,0,1,1
item_6,178,1,0,0,0,0,0,0,1,0
item_6,384,1,0,0,0,0,0,0,1,0
item_6,316,1,0,0,0,0,0,0,1,0
item_6,270,1,0,0,0,0,0,0,1,0
item_8,136,1,0,0,0,0,0,0,1,0
item_9,386,1,0,1,0,0,0,0,0,0
item_9,77,1,0,1,0,0,0,0,0,0
item_9,55,1,0,1,0,0,0,0,0,0
item_9,52,1,0,1,0,0,0,0,0,0
item_10,288,1,0,1,0,0,1,0,1,1
item_10,147,1,0,1,0,0,1,0,1,1
item_11,368,1,0,1,0,0,1,0,1,0
item_11,340,1,0,1,0,0,1,0,1,0
item_12,245,1,0,0,0,0,0,0,1,1
item_12,99,1,0,0,0,0,0,0,1,1
item_12,92,1,0,0,0,0,0,0,1,1
item_12,452,1,0,0,0,0,0,0,1,1
item_13,93,1,0,1,0,1,1,0,1,0
item_14,66,1,0,1,0,0,0,0,1,0
item_17,287,1,0,1,0,0,1,0,1,0
item_17,325,1,0,1,0,0,1,0,1,0
item_18,319,1,0,1,0,0,1,1,1,0
item_18,146,1,0,1,0,0,1,1,1,0
item_18,520,1,0,1,0,0,1,1,1,0
item_18,369,1,0,1,0,0,1,1,1,0
item_20,137,1,0,1,1,0,1,0,1,0
item_1,345,0,0,0,0,1,0,1,1,0
item_1,137,0,0,0,0,1,0,1,1,0
item_2,139,0,0,0,0,1,0,0,1,0
item_2,493,0,0,0,0,1,0,0,1,0
item_2,195,0,0,0,0,1,0,0,1,0
item_3,66,0,0,0,0,1,0,0,1,0
item_3,51,0,0,0,0,1,0,0,1,0
item_4,69,0,0,1,1,0,1,0,1,0
item_4,311,0,0,1,1,0,1,0,1,0
item_4,102,0,0,1,1,0,1,0,1,0
item_5,227,0,0,1,0,1,0,0,1,1
item_5,483,0,0,1,0,1,0,0,1,1
item_5,365,0,0,1,0,1,0,0,1,1
item_6,505,0,0,0,0,0,0,0,1,0
item_6,41,0,0,0,0,0,0,0,1,0
item_7,269,0,1,1,0,0,0,0,1,0
item_7,185,0,1,1,0,0,0,0,1,0
item_7,22,0,1,1,0,0,0,0,1,0
item_7,178,0,1,1,0,0,0,0,1,0
item_7,488,0,1,1,0,0,0,0,1,0
item_8,193,0,0,0,0,0,0,0,1,0
item_9,90,0,0,1,0,0,0,0,0,0
item_9,522,0,0,1,0,0,0,0,0,0
item_9,217,0,0,1,0,0,0,0,0,0
item_9,171,0,0,1,0,0,0,0,0,0
item_10,437,0,0,1,0,0,1,0,1,1
item_10,484,0,0,1,0,0,1,0,1,1
item_11,415,0,0,1,0,0,1,0,1,0
item_11,529,0,0,1,0,0,1,0,1,0
item_13,208,0,0,1,0,1,1,0,1,0
item_13,367,0,0,1,0,1,1,0,1,0
item_15,393,0,1,0,0,0,0,0,1,0
item_15,143,0,1,0,0,0,0,0,1,0
item_15,211,0,1,0,0,0,0,0,1,0
item_16,52,0,0,1,0,0,0,0,1,0
item_17,111,0,0,1,0,0,1,0,1,0
item_17,40,0,0,1,0,0,1,0,1,0
item_17,482,0,0,1,0,0,1,0,1,0
item_17,353,0,0,1,0,0,1,0,1,0
item_19,355,0,1,1,1,0,1,0,1,0
item_19,393,0,1,1,1,0,1,0,1,0
item_20,294,0,0,1,1,0,1,0,1,0
item_20,477,0,0,1,1,0,1,0,1,0
item_20,345,0,0,1,1,0,1,0,1,0
item_20,350,0,0,1,1,0,1,0,1,0
item_1,60,1,0,0,0,1,0,1,1,0
item_1,113,1,0,0,0,1,0,1,1,0
item_1,466,1,0,0,0,1,0,1,1,0
item_2,11,1,0,0,0,1,0,0,1,0
item_2,398,1,0,0,0,1,0,0,1,0
item_2,223,1,0,0,0,1,0,0,1,0
item_2,39,1,0,0,0,1,0,0,1,0
item_3,313,1,0,0,0,1,0,0,1,0
item_3,99,1,0,0,0,1,0,0,1,0
item_3,330,1,0,0,0,1,0,0,1,0
item_3,281,1,0,0,0,1,0,0,1,0
item_3,82,1,0,0,0,1,0,0,1,0
item_3,350,1,0,0,0,1,0,0,1,0
item_4,486,1,0,1,1,0,1,0,1,0
item_4,90,1,0,1,1,0,1,0,1,0
item_4,339,1,0,1,1,0,1,0,1,0
item_5,10,1,0,1,0,1,0,0,1,1
item_5,397,1,0,1,0,1,0,0,1,1
item_5,108,1,0,1,0,1,0,0,1,1
item_5,468,1,0,1,0,1,0,0,1,1
item_6,218,1,0,0,0,0,0,0,1,0
item_6,363,1,0,0,0,0,0,0,1,0
item_6,183,1,0,0,0,0,0,0,1,0
item_6,311,1,0,0,0,0,0,0,1,0
item_6,322,1,0,0,0,0,0,0,1,0
item_7,348,1,1,1,0,0,0,0,1,0
item_8,343,1,0,0,0,0,0,0,1,0
item_8,354,1,0,0,0,0,0,0,1,0
item_8,230,1,0,0,0,0,0,0,1,0
item_10,114,1,0,1,0,0,1,0,1,1
item_10,2,1,0,1,0,0,1,0,1,1
item_10,220,1,0,1,0,0,1,0,1,1
item_10,66,1,0,1,0,0,1,0,1,1
item_11,196,1,0,1,0,0,1,0,1,0
item_11,440,1,0,1,0,0,1,0,1,0
item_12,463,1,0,0,0,0,0,0,1,1
item_12,381,1,0,0,0,0,0,0,1,1
item_12,396,1,0,0,0,0,0,0,1,1
item_13,132,1,0,1,0,1,1,0,1,0
item_13,116,1,0,1,0,1,1,0,1,0
item_13,169,1,0,1,0,1,1,0,1,0
item_15,528,1,1,0,0,0,0,0,1,0
item_16,438,1,0,1,0,0,0,0,1,0
item_16,429,1,0,1,0,0,0,0,1,0
item_16,335,1,0,1,0,0,0,0,1,0
item_16,501,1,0,1,0,0,0,0,1,0
item_16,283,1,0,1,0,0,0,0,1,0
item_16,391,1,0,1,0,0,0,0,1,0
item_17,394,1,0,1,0,0,1,0,1,0
item_18,350,1,0,1,0,0,1,1,1,0
item_19,453,1,1,1,1,0,1,0,1,0
item_1,387,0,0,0,0,1,0,1,1,0
item_1,97,0,0,0,0,1,0,1,1,0
item_1,17,0,0,0,0,1,0,1,1,0
item_2,135,0,0,0,0,1,0,0,1,0
item_2,15,0,0,0,0,1,0,0,1,0
item_2,120,0,0,0,0,1,0,0,1,0
item_2,327,0,0,0,0,1,0,0,1,0
item_2,148,0,0,0,0,1,0,0,1,0
item_2,16,0,0,0,0,1,0,0,1,0
item_3,263,0,0,0,0,1,0,0,1,0
item_3,407,0,0,0,0,1,0,0,1,0
item_3,531,0,0,0,0,1,0,0,1,0
item_3,211,0,0,0,0,1,0,0,1,0
item_3,326,0,0,0,0,1,0,0,1,0
item_3,437,0,0,0,0,1,0,0,1,0
item_4,329,0,0,1,1,0,1,0,1,0
item_4,375,0,0,1,1,0,1,0,1,0
item_5,75,0,0,1,0,1,0,0,1,1
item_5,495,0,0,1,0,1,0,0,1,1
item_6,507,0,0,0,0,0,0,0,1,0
item_6,415,0,0,0,0,0,0,0,1,0
item_6,436,0,0,0,0,0,0,0,1,0
item_7,53,0,1,1,0,0,0,0,1,0
item_7,68,0,1,1,0,0,0,0,1,0
item_7,144,0,1,1,0,0,0,0,1,0
item_7,52,0,1,1,0,0,0,0,1,0
item_8,334,0,0,0,0,0,0,0,1,0
item_8,170,0,0,0,0,0,0,0,1,0
item_8,255,0,0,0,0,0,0,0,1,0
item_9,436,0,0,1,0,0,0,0,0,0
item_9,177,0,0,1,0,0,0,0,0,0
item_10,446,0,0,1,0,0,1,0,1,1
item_10,373,0,0,1,0,0,1,0,1,1
item_10,141,0,0,1,0,0,1,0,1,1
item_11,17,0,0,1,0,0,1,0,1,0
item_11,419,0,0,1,0,0,1,0,1,0
item_12,261,0,0,0,0,0,0,0,1,1
item_13,134,0,0,1,0,1,1,0,1,0
item_13,389,0,0,1,0,1,1,0,1,0
item_13,493,0,0,1,0,1,1,0,1,0
item_13,521,0,0,1,0,1,1,0,1,0
item_13,5,0,0,1,0,1,1,0,1,0
item_15,330,0,1,0,0,0,0,0,1,0
item_15,505,0,1,0,0,0,0,0,1,0
item_15,172,0,1,0,0,0,0,0,1,0
item_15,418,0,1,0,0,0,0,0,1,0
item_15,416,0,1,0,0,0,0,0,1,0
item_15,112,0,1,0,0,0,0,0,1,0
item_15,508,0,1,0,0,0,0,0,1,0
item_15,242,0,1,0,0,0,0,0,1,0
item_16,70,0,0,1,0,0,0,0,1,0
item_16,435,0,0,1,0,0,0,0,1,0
item_17,13,0,0,1,0,0,1,0,1,0
item_17,462,0,0,1,0,0,1,0,1,0
item_18,518,0,0,1,0,0,1,1,1,0
item_18,112,0,0,1,0,0,1,1,1,0
item_18,401,0,0,1,0,0,1,1,1,0
item_18,125,0,0,1,0,0,1,1,1,0
item_18,531,0,0,1,0,0,1,1,1,0
item_18,52,0,0,1,0,0,1,1,1,0
item_19,321,0,1,1,1,0,1,0,1,0
item_19,64,0,1,1,1,0,1,0,1,0
item_19,534,0,1,1,1,0,1,0,1,0
item_20,145,0,0,1,1,0,1,0,1,0
item_20,175,0,0,1,1,0,1,0,1,0
item_20,63,0,0,1,1,0,1,0,1,0
item_1,101,1,0,0,0,1,0,1,1,0
item_2,277,1,0,0,0,1,0,0,1,0
item_2,155,1,0,0,0,1,0,0,1,0
item_2,470,1,0,0,0,1,0,0,1,0
item_2,85,1,0,0,0,1,0,0,1,0
item_2,370,1,0,0,0,1,0,0,1,0
item_2,67,1,0,0,0,1,0,0,1,0
item_2,347,1,0,0,0,1,0,0,1,0
item_3,358,1,0,0,0,1,0,0,1,0
item_3,492,1,0,0,0,1,0,0,1,0
item_4,132,1,0,1,1,0,1,0,1,0
item_4,369,1,0,1,1,0,1,0,1,0
item_4,209,1,0,1,1,0,1,0,1,0
item_4,256,1,0,1,1,0,1,0,1,0
item_4,335,1,0,1,1,0,1,0,1,0
item_4,295,1,0,1,1,0,1,0,1,0
item_5,110,1,0,1,0,1,0,0,1,1
item_5,266,1,0,1,0,1,0,0,1,1
item_5,490,1,0,1,0,1,0,0,1,1
item_6,469,1,0,0,0,0,0,0,1,0
item_6,32,1,0,0,0,0,0,0,1,0
item_7,202,1,1,1,0,0,0,0,1,0
item_7,460,1,1,1,0,0,0,0,1,0
item_7,234,1,1,1,0,0,0,0,1,0
item_8,142,1,0,0,0,0,0,0,1,0
item_8,31,1,0,0,0,0,0,0,1,0
item_8,416,1,0,0,0,0,0,0,1,0
item_9,237,1,0,1,0,0,0,0,0,0
item_9,26,1,0,1,0,0,0,0,0,0
item_9,528,1,0,1,0,0,0,0,0,0
item_9,208,1,0,1,0,0,0,0,0,0
item_9,265,1,0,1,0,0,0,0,0,0
item_9,387,1,0,1,0,0,0,0,0,0
item_10,285,1,0,1,0,0,1,0,1,1
item_10,535,1,0,1,0,0,1,0,1,1
item_10,57,1,0,1,0,0,1,0,1,1
item_10,203,1,0,1,0,0,1,0,1,1
item_10,434,1,0,1,0,0,1,0,1,1
item_10,340,1,0,1,0,0,1,0,1,1
item_11,33,1,0,1,0,0,1,0,1,0
item_11,282,1,0,1,0,0,1,0,1,0
item_11,370,1,0,1,0,0,1,0,1,0
item_11,46,1,0,1,0,0,1,0,1,0
item_12,465,1,0,0,0,0,0,0,1,1
item_12,445,1,0,0,0,0,0,0,1,1
item_13,147,1,0,1,0,1,1,0,1,0
item_13,303,1,0,1,0,1,1,0,1,0
item_14,393,1,0,1,0,0,0,0,1,0
item_14,222,1,0,1,0,0,0,0,1,0
item_15,341,1,1,0,0,0,0,0,1,0
item_15,108,1,1,0,0,0,0,0,1,0
item_16,492,1,0,1,0,0,0,0,1,0
item_16,149,1,0,1,0,0,0,0,1,0
item_16,128,1,0,1,0,0,0,0,1,0
item_16,198,1,0,1,0,0,0,0,1,0
item_16,196,1,0,1,0,0,0,0,1,0
item_17,459,1,0,1,0,0,1,0,1,0
item_17,496,1,0,1,0,0,1,0,1,0
item_17,344,1,0,1,0,0,1,0,1,0
item_18,122,1,0,1,0,0,1,1,1,0
item_18,403,1,0,1,0,0,1,1,1,0
item_18,478,1,0,1,0,0,1,1,1,0
item_18,138,1,0,1,0,0,1,1,1,0
item_18,80,1,0,1,0,0,1,1,1,0
item_18,48,1,0,1,0,0,1,1,1,0
item_19,169,1,1,1,1,0,1,0,1,0
item_20,30,1,0,1,1,0,1,0,1,0
item_1,1,0,0,0,0,1,0,1,1,0
item_2,345,0,0,0,0,1,0,0,1,0
item_2,145,0,0,0,0,1,0,0,1,0
item_2,253,0,0,0,0,1,0,0,1,0
item_3,291,0,0,0,0,1,0,0,1,0
item_3,417,0,0,0,0,1,0,0,1,0
item_3,516,0,0,0,0,1,0,0,1,0
item_4,475,0,0,1,1,0,1,0,1,0
item_4,320,0,0,1,1,0,1,0,1,0
item_4,148,0,0,1,1,0,1,0,1,0
item_4,61,0,0,1,1,0,1,0,1,0
item_4,515,0,0,1,1,0,1,0,1,0
item_5,159,0,0,1,0,1,0,0,1,1
item_5,58,0,0,1,0,1,0,0,1,1
item_5,482,0,0,1,0,1,0,0,1,1
item_7,297,0,1,1,0,0,0,0,1,0
item_7,421,0,1,1,0,0,0,0,1,0
item_7,499,0,1,1,0,0,0,0,1,0
item_7,239,0,1,1,0,0,0,0,1,0
