student_id,debate_team,basketball_team,only_child,teacher_id,school_id,years_experience,class_size,pct_frl,pct_ell,pretest,posttest
122,1,1,1,332,14,6,16,0.14216354000382125,0.6515949983149767,333.650392986749,609.7132566370268
123,1,1,0,443,22,5,21,0.6013455470092595,0.32826394867151976,304.35536169655876,711.6856523686013
124,0,0,1,145,14,2,23,0.14216354000382125,0.6515949983149767,227.4753528860565,513.3085416757979
125,0,0,1,253,18,4,24,0.8916374130640179,0.9109178960788995,290.92856010784726,648.292638280809
126,0,0,0,33,9,8,21,0.013315835734829307,0.08963611628860235,248.61482517862675,559.3688036921902
127,1,0,0,305,28,5,17,0.6121745223645121,0.048944066278636456,324.25781499817236,624.9408939058854
128,1,1,0,378,16,9,18,0.8112564436160028,0.26610612077638507,396.3244433130508,776.8461071104482
129,1,0,1,10,19,2,22,0.48323641112074256,0.5905635331291705,320.119480363129,597.6403006496391
130,0,0,0,413,8,3,18,0.49811370903626084,0.8910799578297883,294.83551732646043,735.0554792073236
131,0,0,1,87,4,5,28,0.20132735022343695,0.74613202130422,271.1628265465528,592.2895544845929
132,0,0,0,37,7,7,18,0.9787284394260496,0.14397736149840057,285.00857656168006,540.526723024148
133,1,1,0,108,30,4,23,0.8535007652826607,0.9145373487845063,349.1923633863394,768.4252065680017
134,0,0,0,256,10,9,27,0.25994612858630717,0.03773271921090782,228.87909827170546,492.5808135084354
135,0,0,0,351,2,5,21,0.19722419138997793,0.08462062571197748,268.23597109755104,561.4227826490963
136,0,0,1,128,22,3,25,0.6013455470092595,0.32826394867151976,270.83785848987765,595.9175079163001
137,0,0,0,449,33,4,24,0.8046367336064577,0.31251504993997514,302.9778881313371,620.1153773493971
138,0,0,0,250,28,7,21,0.6121745223645121,0.048944066278636456,264.3498411693471,574.8201992844598
139,0,0,0,145,14,2,23,0.14216354000382125,0.6515949983149767,273.70534749088336,566.8842415647503
140,1,1,1,493,13,6,22,0.09574478422291577,0.2606025456916541,277.062815390884,580.1604907689826
141,0,1,0,136,23,6,20,0.03834434738382697,0.6661178111098707,274.17883339235675,512.7072053861004
142,1,1,0,332,14,6,16,0.14216354000382125,0.6515949983149767,309.63018786402574,543.6150376470207
143,0,0,1,398,47,4,13,0.3773106967564672,0.7403151453472674,286.8036078422415,559.8302703692382
144,1,0,0,221,37,7,22,0.28013089881278574,0.967524380190298,288.742190522774,573.8543425542678
145,1,0,0,401,17,7,15,0.03654719586484134,0.2661329871043563,241.98286300027814,498.6781545778303
146,0,0,0,42,48,5,20,0.6061688305344433,0.4517896354664117,249.92878709694793,516.9858663930213
147,1,0,0,127,28,4,22,0.6121745223645121,0.048944066278636456,318.02369496135964,667.5130679391345
148,0,0,1,281,37,4,27,0.28013089881278574,0.967524380190298,258.9913931537765,507.6439770646411
149,0,1,0,141,23,3,13,0.03834434738382697,0.6661178111098707,279.83475892401924,578.0497652189757
150,0,0,0,337,6,7,22,0.7426119421143085,0.6856354165356606,313.85221107445864,612.751879161002
151,0,1,0,397,37,3,15,0.28013089881278574,0.967524380190298,273.8200651504662,556.9135430385569
152,0,1,0,70,25,7,23,0.8063855252694339,0.0688752664718777,349.6323909671024,706.4665660445839
153,1,0,1,238,18,3,14,0.8916374130640179,0.9109178960788995,362.75092409149306,736.7878738728023
154,0,1,0,437,22,1,25,0.6013455470092595,0.32826394867151976,321.47116967237275,633.6581834378059
155,0,0,0,460,32,4,23,0.39761656103655696,0.7758463725913316,260.06872236657193,410.2452492205085
156,0,0,0,186,36,3,15,0.49425172130577266,0.7565638932865113,238.5360695027081,540.5790795432775
157,1,0,0,477,14,4,25,0.14216354000382125,0.6515949983149767,295.1799767232684,641.0169480729519
158,0,1,1,40,48,7,21,0.6061688305344433,0.4517896354664117,259.462478436525,554.2934771931009
159,0,0,0,272,44,5,19,0.9833834334276617,0.5796247583348304,294.2262717676588,688.596328952698
160,0,1,0,330,24,3,29,0.14149569114670157,0.8747874984983355,242.57533563829918,549.4395781874729
161,0,0,0,185,27,6,20,0.042702050879597664,0.5714270058088005,291.0472346271218,534.943604910352
162,1,1,0,13,5,4,16,0.36124442727304995,0.0388791817240417,348.3467140864183,706.8498650872701
163,0,0,1,145,14,2,23,0.14216354000382125,0.6515949983149767,274.2131404902129,583.7460205185356
164,0,0,0,458,22,9,18,0.6013455470092595,0.32826394867151976,283.3542392825074,643.4286948961563
165,1,0,0,63,47,5,28,0.3773106967564672,0.7403151453472674,261.687165701376,537.5921181379473
166,0,0,0,459,48,4,11,0.6061688305344433,0.4517896354664117,290.19139858991474,481.19461870215173
167,1,0,0,266,48,8,13,0.6061688305344433,0.4517896354664117,286.2833387531947,644.3565347257694
168,0,0,0,410,7,2,28,0.9787284394260496,0.14397736149840057,338.975725011609,529.9554313556439
169,1,0,1,57,24,5,24,0.14149569114670157,0.8747874984983355,269.230311553357,591.858594957447
170,0,0,0,357,49,8,14,0.5121942616533488,0.6461082133464515,269.7354337416602,551.6244246638967
171,0,1,0,453,19,6,23,0.48323641112074256,0.5905635331291705,247.8511305174182,535.7364084976039
172,1,0,0,409,48,9,16,0.6061688305344433,0.4517896354664117,320.05318552647486,640.603677605004
173,0,1,0,370,27,6,21,0.042702050879597664,0.5714270058088005,231.48502692238267,486.95749835934095
174,0,1,0,361,8,4,20,0.49811370903626084,0.8910799578297883,290.68635527787717,657.1937200917152
175,0,1,1,182,25,7,21,0.8063855252694339,0.0688752664718777,342.8842998190807,740.3735523150515
176,1,1,0,498,31,5,13,0.46977853984571993,0.7659584856592119,368.1031907476779,729.9956712268082
177,0,1,0,348,12,6,32,0.016379052540287375,0.8120638781692833,302.79901381929614,671.8535925697155
178,0,0,0,183,29,6,19,0.5533483980689198,0.980351353995502,256.49851431296884,546.755141148111
179,0,0,0,407,15,6,19,0.21112623764202,0.9238038510084152,288.3926821754338,548.2900396110266
180,1,0,0,139,3,4,20,0.978013844229281,0.1299455715343356,387.616728710298,840.3143728104243
181,1,1,1,140,38,3,18,0.9087103542406112,0.1694229245185852,334.75773468745257,616.6469552818868
182,0,0,1,378,16,9,18,0.8112564436160028,0.26610612077638507,291.21172589079004,566.297740603979
183,0,0,0,376,36,2,28,0.49425172130577266,0.7565638932865113,208.5220189348728,377.9642579210844
184,0,0,0,259,39,3,28,0.7841161577962339,0.6968751777894795,302.2875152308268,603.3535274169843
185,0,0,0,227,44,10,24,0.9833834334276617,0.5796247583348304,317.2660047725855,566.2859790694791
186,0,0,0,496,41,4,22,0.24443748919293284,0.13247077818959951,208.76983212839593,394.08868568130805
187,1,0,0,230,22,3,18,0.6013455470092595,0.32826394867151976,344.3419160625817,649.9006435127463
188,0,0,0,263,39,5,14,0.7841161577962339,0.6968751777894795,321.6527049419225,675.2796464782467
189,0,0,1,255,19,5,19,0.48323641112074256,0.5905635331291705,251.91395821327725,533.781407178169
190,0,0,1,46,37,7,20,0.28013089881278574,0.967524380190298,295.79344477354266,578.1340033108124
191,0,1,0,81,43,4,20,0.11839594203047454,0.37822385248728096,257.24204827506185,479.10472081364327
192,0,0,0,327,13,5,18,0.09574478422291577,0.2606025456916541,237.47427319446916,447.11734795479845
193,0,1,0,241,49,4,22,0.5121942616533488,0.6461082133464515,293.78236875985226,578.9043013021796
194,0,1,1,14,25,5,22,0.8063855252694339,0.0688752664718777,329.69368111975916,606.315493176188
195,1,0,1,415,34,6,13,0.5088973850943148,0.8422173084691167,317.09345641239827,596.0884793066741
196,1,0,0,282,36,9,21,0.49425172130577266,0.7565638932865113,303.71176851943676,578.4027928877591
197,0,0,1,97,23,10,28,0.03834434738382697,0.6661178111098707,273.461670568262,550.4288736257099
198,0,1,0,494,41,3,24,0.24443748919293284,0.13247077818959951,283.6953523332333,534.1432541524293
199,0,0,0,259,39,3,28,0.7841161577962339,0.6968751777894795,299.71763003548125,557.6112877887646
200,0,0,0,493,13,6,22,0.09574478422291577,0.2606025456916541,283.36300156096075,577.5616572292372
201,0,0,0,165,13,5,14,0.09574478422291577,0.2606025456916541,254.56096651152336,549.4326452260963
202,0,1,0,104,9,3,21,0.013315835734829307,0.08963611628860235,283.7386512119463,648.5567757759575
203,0,1,1,480,47,2,22,0.3773106967564672,0.7403151453472674,315.26547011015174,690.3277836191759
204,0,1,0,218,49,8,27,0.5121942616533488,0.6461082133464515,306.9748429295236,690.1243275192014
205,0,0,1,431,27,5,21,0.042702050879597664,0.5714270058088005,247.39345404069795,467.68024135737267
206,0,0,1,309,14,2,25,0.14216354000382125,0.6515949983149767,289.78946680408507,608.475539905524
207,0,0,0,104,9,3,21,0.013315835734829307,0.08963611628860235,233.67619432951295,561.7013405277061
208,0,0,0,433,23,8,29,0.03834434738382697,0.6661178111098707,265.697645627222,575.4921268254963
209,1,1,0,41,11,5,27,0.775893080746755,0.774874358670786,310.3060557108336,625.9531739086775
210,0,0,0,161,41,3,18,0.24443748919293284,0.13247077818959951,290.4304032388485,602.2429658605722
211,0,0,0,208,17,5,27,0.03654719586484134,0.2661329871043563,204.63034421822346,536.3133319886705
212,0,0,0,427,34,4,23,0.5088973850943148,0.8422173084691167,360.52134448809136,675.9411189752684
213,0,0,0,353,8,6,23,0.49811370903626084,0.8910799578297883,296.3133564565352,615.8434139964087
214,0,0,0,253,18,4,24,0.8916374130640179,0.9109178960788995,227.03921869177495,501.4734850813612
215,1,1,0,177,19,5,23,0.48323641112074256,0.5905635331291705,343.4801643574642,683.5091089076204
216,0,0,0,469,50,7,28,0.9892466596793383,0.7492987331934273,355.7056583868892,704.6081353224592
217,0,1,1,425,2,5,14,0.19722419138997793,0.08462062571197748,303.4537747660337,579.691292415857
218,0,1,1,224,9,6,12,0.013315835734829307,0.08963611628860235,262.81548134522836,589.2494171278161
219,1,1,0,271,38,3,20,0.9087103542406112,0.1694229245185852,365.18159156190654,727.3767662954193
220,0,0,0,312,50,3,22,0.9892466596793383,0.7492987331934273,340.70754464902336,649.8239218773027
221,0,0,0,298,10,2,20,0.25994612858630717,0.03773271921090782,284.3674348761021,561.5271130184539
222,1,1,1,471,35,5,20,0.6349153537303209,0.31414990592747927,287.0005213106281,559.7616145881952
223,1,0,0,157,46,8,28,0.7385737628210336,0.10853192373178899,268.36434869293606,623.5973076320582
224,0,0,0,171,28,4,14,0.6121745223645121,0.048944066278636456,276.9554031724853,709.7157030014204
225,0,0,1,356,47,10,25,0.3773106967564672,0.7403151453472674,286.94840521673393,596.7818081801236
226,0,1,0,470,39,5,22,0.7841161577962339,0.6968751777894795,353.71995449171226,622.6877000341099
227,0,0,0,227,44,10,24,0.9833834334276617,0.5796247583348304,326.6400932629108,598.613130744835
228,1,0,0,25,20,7,18,0.4666645280085504,0.9181476451922208,282.8196935962681,612.026114756695
229,0,1,1,474,33,2,23,0.8046367336064577,0.31251504993997514,312.80440325465804,632.3592487146034
230,0,0,0,453,19,6,23,0.48323641112074256,0.5905635331291705,285.19496112433546,544.6883396896424
231,1,0,0,69,15,3,15,0.21112623764202,0.9238038510084152,260.2229008996343,539.6466308944492
232,0,1,1,125,38,5,23,0.9087103542406112,0.1694229245185852,338.10569721707037,688.5648718426271
233,0,0,0,53,19,10,11,0.48323641112074256,0.5905635331291705,339.30630067227395,649.7540081242682
234,0,0,1,187,47,3,20,0.3773106967564672,0.7403151453472674,204.91813387845627,371.9620327677927
235,1,1,0,39,26,5,12,0.26668567629531026,0.7934630094096065,356.5419543038225,707.10851785885
236,1,0,1,370,27,6,21,0.042702050879597664,0.5714270058088005,256.45433530232845,493.4947990438711
237,0,0,0,192,2,10,19,0.19722419138997793,0.08462062571197748,296.1172648610237,616.5115233838072
238,0,0,0,202,44,6,16,0.9833834334276617,0.5796247583348304,305.21147751470863,618.7854633947043
239,0,0,1,118,31,6,19,0.46977853984571993,0.7659584856592119,326.32614231854325,697.4500584581235
240,0,0,1,427,34,4,23,0.5088973850943148,0.8422173084691167,285.5521196475141,628.489118873722
241,1,0,1,121,30,7,24,0.8535007652826607,0.9145373487845063,333.10999621723727,618.7836245606745
242,0,0,0,148,48,3,17,0.6061688305344433,0.4517896354664117,293.44837061709495,491.78271475113445
243,0,1,0,301,25,7,27,0.8063855252694339,0.0688752664718777,323.9086217132339,779.5270369584302
244,0,0,1,28,29,3,18,0.5533483980689198,0.980351353995502,286.3052373181519,512.805554550142
245,0,1,0,269,15,10,18,0.21112623764202,0.9238038510084152,215.25600638280682,429.63529974077346
246,0,1,1,56,18,3,28,0.8916374130640179,0.9109178960788995,327.14495502115074,618.0045753845303
247,0,1,0,488,1,9,17,0.774368490325287,0.06913358555175364,351.58530620545923,796.9683816973572
248,1,0,0,223,39,5,17,0.7841161577962339,0.6968751777894795,356.7977770171144,560.719223069349
249,0,0,0,463,47,8,21,0.3773106967564672,0.7403151453472674,246.80958602483875,368.8837763166913
250,0,0,0,14,25,5,22,0.8063855252694339,0.0688752664718777,318.27542674441474,589.0960762168918
251,0,0,1,254,4,3,19,0.20132735022343695,0.74613202130422,294.5183775539329,597.3618047923088
252,1,0,0,315,3,6,23,0.978013844229281,0.1299455715343356,362.1704445913957,714.928777868781
253,0,0,0,386,10,8,30,0.25994612858630717,0.03773271921090782,248.385518532126,618.0850433085695
254,1,0,0,474,33,2,23,0.8046367336064577,0.31251504993997514,360.82917526502405,812.2922477521032
255,0,0,1,350,19,4,16,0.48323641112074256,0.5905635331291705,260.4005671296124,489.4136693080764
256,1,1,0,85,19,3,27,0.48323641112074256,0.5905635331291705,314.3670467600163,520.0772421189173
257,0,1,0,108,30,4,23,0.8535007652826607,0.9145373487845063,347.4793953834244,749.9461496446394
258,1,0,1,294,50,9,17,0.9892466596793383,0.7492987331934273,339.1465694923111,726.917099673463
259,1,1,0,21,32,6,22,0.39761656103655696,0.7758463725913316,309.3965916451305,587.958727070507
260,0,1,1,322,31,4,21,0.46977853984571993,0.7659584856592119,291.6324718729088,640.7183072669001
261,0,0,0,300,20,5,13,0.4666645280085504,0.9181476451922208,234.59597461985518,493.5434292891308
262,0,1,1,443,22,5,21,0.6013455470092595,0.32826394867151976,267.5375498125311,456.4968043512562
263,0,0,1,455,50,3,19,0.9892466596793383,0.7492987331934273,308.4811444935284,631.4979722727808
264,0,0,1,166,21,5,17,0.9842240803409368,0.6037942769471556,270.4114273269996,480.555131767735
265,1,1,0,188,41,1,18,0.24443748919293284,0.13247077818959951,329.5491667747424,638.3764446370794
266,1,0,1,284,10,6,19,0.25994612858630717,0.03773271921090782,320.30463304883693,706.1800768473948
267,0,0,0,85,19,3,27,0.48323641112074256,0.5905635331291705,302.9540722116949,549.8829798236051
268,0,0,0,166,21,5,17,0.9842240803409368,0.6037942769471556,321.16817464581254,632.3000023831908
269,0,1,1,138,14,5,17,0.14216354000382125,0.6515949983149767,265.9963014623945,563.4054397852498
270,0,0,0,50,50,4,23,0.9892466596793383,0.7492987331934273,322.1512323001678,638.7354718450017
271,0,0,0,132,42,5,17,0.5309706551488489,0.07851310959085822,251.71877463747637,592.2640880009315
272,0,0,0,74,43,6,13,0.11839594203047454,0.37822385248728096,253.02208133077352,614.6342578946831
273,0,1,1,244,34,9,25,0.5088973850943148,0.8422173084691167,340.4621808487241,764.6103516157104
274,1,0,0,122,44,5,21,0.9833834334276617,0.5796247583348304,367.21437204126914,663.4019685497585
275,0,1,0,476,23,1,15,0.03834434738382697,0.6661178111098707,250.71355932071188,513.661294494046
276,0,0,0,6,41,7,27,0.24443748919293284,0.13247077818959951,305.6200815777012,725.3880295404674
277,1,1,1,405,49,5,20,0.5121942616533488,0.6461082133464515,349.6935636406638,755.7569038169466
278,0,0,0,181,37,7,22,0.28013089881278574,0.967524380190298,321.93743149204334,651.9052145308996
279,0,1,0,279,45,6,18,0.8977528435643762,0.5364251248538494,301.7669232186074,653.968401262267
