"id","group","date","age","item","resp"
L47609,Study 2 - Frame primed by symptom,1649976402,18,grit_interest,2
L47609,Study 2 - Frame primed by symptom,1649976402,18,grit_diligent,3
L47609,Study 2 - Frame primed by symptom,1649976402,18,grit_setbacks,1
L47609,Study 2 - Frame primed by symptom,1649976402,18,grit_hardworking,3
L47609,Study 2 - Frame primed by symptom,1649976402,18,grit_new_projects,2
L47609,Study 2 - Frame primed by symptom,1649976402,18,grit_finish,3
L47609,Study 2 - Frame primed by symptom,1649976402,18,grit_focus,2
M21140,Study 2 - Frame primed by symptom,1649978342,18,grit_setbacks,4
M21140,Study 2 - Frame primed by symptom,1649978342,18,grit_new_projects,1
M21140,Study 2 - Frame primed by symptom,1649978342,18,grit_diligent,3
M21140,Study 2 - Frame primed by symptom,1649978342,18,grit_goals,1
M21140,Study 2 - Frame primed by symptom,1649978342,18,grit_focus,5
M21140,Study 2 - Frame primed by symptom,1649978342,18,grit_interest,2
M21140,Study 2 - Frame primed by symptom,1649978342,18,grit_hardworking,2
M21140,Study 2 - Frame primed by symptom,1649978342,18,grit_finish,3
R07518,Study 2 - Frame primed by symptom,1650039643,18,grit_new_projects,2
R07518,Study 2 - Frame primed by symptom,1650039643,18,grit_focus,3
R07518,Study 2 - Frame primed by symptom,1650039643,18,grit_diligent,3
R07518,Study 2 - Frame primed by symptom,1650039643,18,grit_hardworking,4
R07518,Study 2 - Frame primed by symptom,1650039643,18,grit_interest,1
R07518,Study 2 - Frame primed by symptom,1650039643,18,grit_setbacks,3
R07518,Study 2 - Frame primed by symptom,1650039643,18,grit_goals,2
R07518,Study 2 - Frame primed by symptom,1650039643,18,grit_finish,2
M55225,Study 2 - Frame primed by symptom,1650091189,18,grit_new_projects,2
M55225,Study 2 - Frame primed by symptom,1650091189,18,grit_setbacks,3
M55225,Study 2 - Frame primed by symptom,1650091189,18,grit_finish,3
M55225,Study 2 - Frame primed by symptom,1650091189,18,grit_hardworking,4
M55225,Study 2 - Frame primed by symptom,1650091189,18,grit_interest,1
M55225,Study 2 - Frame primed by symptom,1650091189,18,grit_goals,1
M55225,Study 2 - Frame primed by symptom,1650091189,18,grit_focus,1
M55225,Study 2 - Frame primed by symptom,1650091189,18,grit_diligent,3
E19277,Study 2 - Frame primed by symptom,1653784503,18,grit_setbacks,5
E19277,Study 2 - Frame primed by symptom,1653784503,18,grit_diligent,3
E19277,Study 2 - Frame primed by symptom,1653784503,18,grit_interest,1
E19277,Study 2 - Frame primed by symptom,1653784503,18,grit_new_projects,2
E19277,Study 2 - Frame primed by symptom,1653784503,18,grit_focus,1
E19277,Study 2 - Frame primed by symptom,1653784503,18,grit_hardworking,3
E19277,Study 2 - Frame primed by symptom,1653784503,18,grit_goals,1
E19277,Study 2 - Frame primed by symptom,1653784503,18,grit_finish,1
J004736,Study 1 - Symptom primed by Frame,1632156008,18.1,grit_hardworking,3
J004736,Study 1 - Symptom primed by Frame,1632156008,18.1,grit_interest,1
J004736,Study 1 - Symptom primed by Frame,1632156008,18.1,grit_setbacks,2
J004736,Study 1 - Symptom primed by Frame,1632156008,18.1,grit_finish,2
J004736,Study 1 - Symptom primed by Frame,1632156008,18.1,grit_focus,1
J004736,Study 1 - Symptom primed by Frame,1632156008,18.1,grit_new_projects,2
J004736,Study 1 - Symptom primed by Frame,1632156008,18.1,grit_goals,1
J004736,Study 1 - Symptom primed by Frame,1632156008,18.1,grit_diligent,1
R023092,Study 1 - Symptom primed by Frame,1633425474,18.1,grit_focus,4
R023092,Study 1 - Symptom primed by Frame,1633425474,18.1,grit_finish,4
R023092,Study 1 - Symptom primed by Frame,1633425474,18.1,grit_new_projects,3
R023092,Study 1 - Symptom primed by Frame,1633425474,18.1,grit_interest,3
R023092,Study 1 - Symptom primed by Frame,1633425474,18.1,grit_diligent,4
R023092,Study 1 - Symptom primed by Frame,1633425474,18.1,grit_setbacks,3
R023092,Study 1 - Symptom primed by Frame,1633425474,18.1,grit_hardworking,4
R023092,Study 1 - Symptom primed by Frame,1633425474,18.1,grit_goals,4
W009631,Study 1 - Symptom primed by Frame,1633701716,18.1,grit_focus,3
W009631,Study 1 - Symptom primed by Frame,1633701716,18.1,grit_finish,3
W009631,Study 1 - Symptom primed by Frame,1633701716,18.1,grit_new_projects,3
W009631,Study 1 - Symptom primed by Frame,1633701716,18.1,grit_interest,4
W009631,Study 1 - Symptom primed by Frame,1633701716,18.1,grit_goals,2
W009631,Study 1 - Symptom primed by Frame,1633701716,18.1,grit_setbacks,4
W009631,Study 1 - Symptom primed by Frame,1633701716,18.1,grit_hardworking,3
W009631,Study 1 - Symptom primed by Frame,1633701716,18.1,grit_diligent,4
O34682,Study 2 - Frame primed by symptom,1649978397,18.1,grit_hardworking,5
O34682,Study 2 - Frame primed by symptom,1649978397,18.1,grit_focus,2
O34682,Study 2 - Frame primed by symptom,1649978397,18.1,grit_setbacks,4
O34682,Study 2 - Frame primed by symptom,1649978397,18.1,grit_goals,3
O34682,Study 2 - Frame primed by symptom,1649978397,18.1,grit_finish,5
O34682,Study 2 - Frame primed by symptom,1649978397,18.1,grit_diligent,1
O34682,Study 2 - Frame primed by symptom,1649978397,18.1,grit_interest,3
O34682,Study 2 - Frame primed by symptom,1649978397,18.1,grit_new_projects,3
K29855,Study 2 - Frame primed by symptom,1650021437,18.1,grit_new_projects,3
K29855,Study 2 - Frame primed by symptom,1650021437,18.1,grit_focus,2
K29855,Study 2 - Frame primed by symptom,1650021437,18.1,grit_interest,2
K29855,Study 2 - Frame primed by symptom,1650021437,18.1,grit_goals,4
K29855,Study 2 - Frame primed by symptom,1650021437,18.1,grit_finish,3
K29855,Study 2 - Frame primed by symptom,1650021437,18.1,grit_setbacks,3
K29855,Study 2 - Frame primed by symptom,1650021437,18.1,grit_diligent,3
K29855,Study 2 - Frame primed by symptom,1650021437,18.1,grit_hardworking,3
E45822,Study 2 - Frame primed by symptom,1650025188,18.1,grit_new_projects,2
E45822,Study 2 - Frame primed by symptom,1650025188,18.1,grit_diligent,3
E45822,Study 2 - Frame primed by symptom,1650025188,18.1,grit_finish,4
E45822,Study 2 - Frame primed by symptom,1650025188,18.1,grit_setbacks,3
E45822,Study 2 - Frame primed by symptom,1650025188,18.1,grit_goals,2
E45822,Study 2 - Frame primed by symptom,1650025188,18.1,grit_interest,4
E45822,Study 2 - Frame primed by symptom,1650025188,18.1,grit_focus,3
E45822,Study 2 - Frame primed by symptom,1650025188,18.1,grit_hardworking,4
N56369,Study 2 - Frame primed by symptom,1650044242,18.1,grit_interest,2
N56369,Study 2 - Frame primed by symptom,1650044242,18.1,grit_new_projects,3
N56369,Study 2 - Frame primed by symptom,1650044242,18.1,grit_finish,4
N56369,Study 2 - Frame primed by symptom,1650044242,18.1,grit_diligent,3
N56369,Study 2 - Frame primed by symptom,1650044242,18.1,grit_setbacks,4
N56369,Study 2 - Frame primed by symptom,1650044242,18.1,grit_hardworking,4
N56369,Study 2 - Frame primed by symptom,1650044242,18.1,grit_focus,3
N56369,Study 2 - Frame primed by symptom,1650044242,18.1,grit_goals,3
K20343,Study 2 - Frame primed by symptom,1650227453,18.1,grit_new_projects,3
K20343,Study 2 - Frame primed by symptom,1650227453,18.1,grit_diligent,4
K20343,Study 2 - Frame primed by symptom,1650227453,18.1,grit_interest,3
K20343,Study 2 - Frame primed by symptom,1650227453,18.1,grit_finish,2
K20343,Study 2 - Frame primed by symptom,1650227453,18.1,grit_goals,5
K20343,Study 2 - Frame primed by symptom,1650227453,18.1,grit_hardworking,4
K20343,Study 2 - Frame primed by symptom,1650227453,18.1,grit_focus,4
K20343,Study 2 - Frame primed by symptom,1650227453,18.1,grit_setbacks,4
D16746,Study 2 - Frame primed by symptom,1650321718,18.1,grit_interest,3
D16746,Study 2 - Frame primed by symptom,1650321718,18.1,grit_goals,4
D16746,Study 2 - Frame primed by symptom,1650321718,18.1,grit_new_projects,3
D16746,Study 2 - Frame primed by symptom,1650321718,18.1,grit_focus,4
D16746,Study 2 - Frame primed by symptom,1650321718,18.1,grit_hardworking,4
D16746,Study 2 - Frame primed by symptom,1650321718,18.1,grit_setbacks,3
D16746,Study 2 - Frame primed by symptom,1650321718,18.1,grit_diligent,3
D16746,Study 2 - Frame primed by symptom,1650321718,18.1,grit_finish,2
Q26901,Study 2 - Frame primed by symptom,1650368064,18.1,grit_new_projects,4
Q26901,Study 2 - Frame primed by symptom,1650368064,18.1,grit_goals,2
Q26901,Study 2 - Frame primed by symptom,1650368064,18.1,grit_hardworking,3
Q26901,Study 2 - Frame primed by symptom,1650368064,18.1,grit_interest,2
Q26901,Study 2 - Frame primed by symptom,1650368064,18.1,grit_focus,2
Q26901,Study 2 - Frame primed by symptom,1650368064,18.1,grit_finish,3
Q26901,Study 2 - Frame primed by symptom,1650368064,18.1,grit_diligent,2
Q26901,Study 2 - Frame primed by symptom,1650368064,18.1,grit_setbacks,2
I36273,Study 2 - Frame primed by symptom,1651191502,18.1,grit_hardworking,4
I36273,Study 2 - Frame primed by symptom,1651191502,18.1,grit_setbacks,4
I36273,Study 2 - Frame primed by symptom,1651191502,18.1,grit_goals,4
I36273,Study 2 - Frame primed by symptom,1651191502,18.1,grit_diligent,4
I36273,Study 2 - Frame primed by symptom,1651191502,18.1,grit_new_projects,3
I36273,Study 2 - Frame primed by symptom,1651191502,18.1,grit_focus,4
I36273,Study 2 - Frame primed by symptom,1651191502,18.1,grit_finish,4
I36273,Study 2 - Frame primed by symptom,1651191502,18.1,grit_interest,3
Y005012,Study 1 - Symptom primed by Frame,1633417735,18.2,grit_interest,2
Y005012,Study 1 - Symptom primed by Frame,1633417735,18.2,grit_diligent,2
Y005012,Study 1 - Symptom primed by Frame,1633417735,18.2,grit_hardworking,2
Y005012,Study 1 - Symptom primed by Frame,1633417735,18.2,grit_setbacks,4
Y005012,Study 1 - Symptom primed by Frame,1633417735,18.2,grit_focus,1
Y005012,Study 1 - Symptom primed by Frame,1633417735,18.2,grit_goals,2
Y005012,Study 1 - Symptom primed by Frame,1633417735,18.2,grit_finish,2
Y005012,Study 1 - Symptom primed by Frame,1633417735,18.2,grit_new_projects,2
K026154,Study 1 - Symptom primed by Frame,1633447394,18.2,grit_setbacks,3
K026154,Study 1 - Symptom primed by Frame,1633447394,18.2,grit_goals,2
K026154,Study 1 - Symptom primed by Frame,1633447394,18.2,grit_finish,2
K026154,Study 1 - Symptom primed by Frame,1633447394,18.2,grit_new_projects,2
K026154,Study 1 - Symptom primed by Frame,1633447394,18.2,grit_diligent,3
K026154,Study 1 - Symptom primed by Frame,1633447394,18.2,grit_interest,1
K026154,Study 1 - Symptom primed by Frame,1633447394,18.2,grit_hardworking,3
K026154,Study 1 - Symptom primed by Frame,1633447394,18.2,grit_focus,1
W068772,Study 1 - Symptom primed by Frame,1634341249,18.2,grit_finish,1
W068772,Study 1 - Symptom primed by Frame,1634341249,18.2,grit_interest,1
W068772,Study 1 - Symptom primed by Frame,1634341249,18.2,grit_setbacks,2
W068772,Study 1 - Symptom primed by Frame,1634341249,18.2,grit_new_projects,5
W068772,Study 1 - Symptom primed by Frame,1634341249,18.2,grit_diligent,5
W068772,Study 1 - Symptom primed by Frame,1634341249,18.2,grit_hardworking,5
W068772,Study 1 - Symptom primed by Frame,1634341249,18.2,grit_goals,2
W068772,Study 1 - Symptom primed by Frame,1634341249,18.2,grit_focus,4
R122399,Study 1 - Symptom primed by Frame,1631622288,18.3,grit_new_projects,3
R122399,Study 1 - Symptom primed by Frame,1631622288,18.3,grit_setbacks,2
R122399,Study 1 - Symptom primed by Frame,1631622288,18.3,grit_finish,4
R122399,Study 1 - Symptom primed by Frame,1631622288,18.3,grit_interest,2
R122399,Study 1 - Symptom primed by Frame,1631622288,18.3,grit_hardworking,4
R122399,Study 1 - Symptom primed by Frame,1631622288,18.3,grit_goals,3
R122399,Study 1 - Symptom primed by Frame,1631622288,18.3,grit_focus,2
R122399,Study 1 - Symptom primed by Frame,1631622288,18.3,grit_diligent,3
J23701,Study 2 - Frame primed by symptom,1649871712,18.3,grit_new_projects,2
J23701,Study 2 - Frame primed by symptom,1649871712,18.3,grit_focus,4
J23701,Study 2 - Frame primed by symptom,1649871712,18.3,grit_goals,2
J23701,Study 2 - Frame primed by symptom,1649871712,18.3,grit_interest,4
J23701,Study 2 - Frame primed by symptom,1649871712,18.3,grit_diligent,2
J23701,Study 2 - Frame primed by symptom,1649871712,18.3,grit_finish,1
J23701,Study 2 - Frame primed by symptom,1649871712,18.3,grit_setbacks,3
J23701,Study 2 - Frame primed by symptom,1649871712,18.3,grit_hardworking,2
T39528,Study 2 - Frame primed by symptom,1649969071,18.3,grit_setbacks,5
T39528,Study 2 - Frame primed by symptom,1649969071,18.3,grit_goals,4
T39528,Study 2 - Frame primed by symptom,1649969071,18.3,grit_diligent,3
T39528,Study 2 - Frame primed by symptom,1649969071,18.3,grit_hardworking,3
T39528,Study 2 - Frame primed by symptom,1649969071,18.3,grit_new_projects,4
T39528,Study 2 - Frame primed by symptom,1649969071,18.3,grit_focus,2
T39528,Study 2 - Frame primed by symptom,1649969071,18.3,grit_finish,2
T39528,Study 2 - Frame primed by symptom,1649969071,18.3,grit_interest,3
V58412,Study 2 - Frame primed by symptom,1649977047,18.3,grit_focus,2
V58412,Study 2 - Frame primed by symptom,1649977047,18.3,grit_hardworking,4
V58412,Study 2 - Frame primed by symptom,1649977047,18.3,grit_setbacks,2
V58412,Study 2 - Frame primed by symptom,1649977047,18.3,grit_interest,1
V58412,Study 2 - Frame primed by symptom,1649977047,18.3,grit_finish,3
V58412,Study 2 - Frame primed by symptom,1649977047,18.3,grit_diligent,2
V58412,Study 2 - Frame primed by symptom,1649977047,18.3,grit_new_projects,3
V58412,Study 2 - Frame primed by symptom,1649977047,18.3,grit_goals,2
N04953,Study 2 - Frame primed by symptom,1649979505,18.3,grit_interest,2
N04953,Study 2 - Frame primed by symptom,1649979505,18.3,grit_diligent,4
N04953,Study 2 - Frame primed by symptom,1649979505,18.3,grit_focus,3
N04953,Study 2 - Frame primed by symptom,1649979505,18.3,grit_hardworking,3
N04953,Study 2 - Frame primed by symptom,1649979505,18.3,grit_goals,3
N04953,Study 2 - Frame primed by symptom,1649979505,18.3,grit_new_projects,2
N04953,Study 2 - Frame primed by symptom,1649979505,18.3,grit_setbacks,4
N04953,Study 2 - Frame primed by symptom,1649979505,18.3,grit_finish,4
Y23860,Study 2 - Frame primed by symptom,1650010194,18.3,grit_new_projects,4
Y23860,Study 2 - Frame primed by symptom,1650010194,18.3,grit_goals,4
Y23860,Study 2 - Frame primed by symptom,1650010194,18.3,grit_interest,2
Y23860,Study 2 - Frame primed by symptom,1650010194,18.3,grit_diligent,3
Y23860,Study 2 - Frame primed by symptom,1650010194,18.3,grit_setbacks,4
Y23860,Study 2 - Frame primed by symptom,1650010194,18.3,grit_focus,5
Y23860,Study 2 - Frame primed by symptom,1650010194,18.3,grit_hardworking,5
Y23860,Study 2 - Frame primed by symptom,1650010194,18.3,grit_finish,4
H37065,Study 2 - Frame primed by symptom,1650026764,18.3,grit_new_projects,2
H37065,Study 2 - Frame primed by symptom,1650026764,18.3,grit_setbacks,1
H37065,Study 2 - Frame primed by symptom,1650026764,18.3,grit_interest,4
H37065,Study 2 - Frame primed by symptom,1650026764,18.3,grit_focus,3
H37065,Study 2 - Frame primed by symptom,1650026764,18.3,grit_hardworking,5
H37065,Study 2 - Frame primed by symptom,1650026764,18.3,grit_finish,4
H37065,Study 2 - Frame primed by symptom,1650026764,18.3,grit_diligent,5
H37065,Study 2 - Frame primed by symptom,1650026764,18.3,grit_goals,4
X48207,Study 2 - Frame primed by symptom,1650032027,18.3,grit_setbacks,2
X48207,Study 2 - Frame primed by symptom,1650032027,18.3,grit_hardworking,3
X48207,Study 2 - Frame primed by symptom,1650032027,18.3,grit_finish,2
X48207,Study 2 - Frame primed by symptom,1650032027,18.3,grit_new_projects,3
X48207,Study 2 - Frame primed by symptom,1650032027,18.3,grit_focus,2
X48207,Study 2 - Frame primed by symptom,1650032027,18.3,grit_goals,3
X48207,Study 2 - Frame primed by symptom,1650032027,18.3,grit_diligent,2
X48207,Study 2 - Frame primed by symptom,1650032027,18.3,grit_interest,2
X40291,Study 2 - Frame primed by symptom,1650374872,18.3,grit_new_projects,4
X40291,Study 2 - Frame primed by symptom,1650374872,18.3,grit_setbacks,2
X40291,Study 2 - Frame primed by symptom,1650374872,18.3,grit_goals,5
X40291,Study 2 - Frame primed by symptom,1650374872,18.3,grit_interest,3
X40291,Study 2 - Frame primed by symptom,1650374872,18.3,grit_hardworking,5
X40291,Study 2 - Frame primed by symptom,1650374872,18.3,grit_diligent,3
X40291,Study 2 - Frame primed by symptom,1650374872,18.3,grit_finish,5
X40291,Study 2 - Frame primed by symptom,1650374872,18.3,grit_focus,5
Z11122,Study 2 - Frame primed by symptom,1651084617,18.3,grit_focus,3
Z11122,Study 2 - Frame primed by symptom,1651084617,18.3,grit_hardworking,3
Z11122,Study 2 - Frame primed by symptom,1651084617,18.3,grit_interest,3
Z11122,Study 2 - Frame primed by symptom,1651084617,18.3,grit_finish,3
Z11122,Study 2 - Frame primed by symptom,1651084617,18.3,grit_diligent,3
Z11122,Study 2 - Frame primed by symptom,1651084617,18.3,grit_setbacks,1
Z11122,Study 2 - Frame primed by symptom,1651084617,18.3,grit_goals,3
Z11122,Study 2 - Frame primed by symptom,1651084617,18.3,grit_new_projects,3
I01222,Study 2 - Frame primed by symptom,1652351523,18.3,grit_new_projects,3
I01222,Study 2 - Frame primed by symptom,1652351523,18.3,grit_finish,3
I01222,Study 2 - Frame primed by symptom,1652351523,18.3,grit_diligent,3
I01222,Study 2 - Frame primed by symptom,1652351523,18.3,grit_goals,2
I01222,Study 2 - Frame primed by symptom,1652351523,18.3,grit_focus,2
I01222,Study 2 - Frame primed by symptom,1652351523,18.3,grit_hardworking,4
I01222,Study 2 - Frame primed by symptom,1652351523,18.3,grit_interest,4
I01222,Study 2 - Frame primed by symptom,1652351523,18.3,grit_setbacks,5
H075973,Study 1 - Symptom primed by Frame,1631704745,18.4,grit_interest,2
H075973,Study 1 - Symptom primed by Frame,1631704745,18.4,grit_setbacks,3
H075973,Study 1 - Symptom primed by Frame,1631704745,18.4,grit_new_projects,3
H075973,Study 1 - Symptom primed by Frame,1631704745,18.4,grit_goals,3
H075973,Study 1 - Symptom primed by Frame,1631704745,18.4,grit_finish,4
H075973,Study 1 - Symptom primed by Frame,1631704745,18.4,grit_focus,3
H075973,Study 1 - Symptom primed by Frame,1631704745,18.4,grit_hardworking,4
H075973,Study 1 - Symptom primed by Frame,1631704745,18.4,grit_diligent,3
L076239,Study 1 - Symptom primed by Frame,1631706368,18.4,grit_goals,4
L076239,Study 1 - Symptom primed by Frame,1631706368,18.4,grit_hardworking,2
L076239,Study 1 - Symptom primed by Frame,1631706368,18.4,grit_interest,2
L076239,Study 1 - Symptom primed by Frame,1631706368,18.4,grit_new_projects,3
L076239,Study 1 - Symptom primed by Frame,1631706368,18.4,grit_diligent,2
L076239,Study 1 - Symptom primed by Frame,1631706368,18.4,grit_focus,2
L076239,Study 1 - Symptom primed by Frame,1631706368,18.4,grit_finish,1
L076239,Study 1 - Symptom primed by Frame,1631706368,18.4,grit_setbacks,3
N095042,Study 1 - Symptom primed by Frame,1633455438,18.4,grit_setbacks,2
N095042,Study 1 - Symptom primed by Frame,1633455438,18.4,grit_interest,2
N095042,Study 1 - Symptom primed by Frame,1633455438,18.4,grit_hardworking,4
N095042,Study 1 - Symptom primed by Frame,1633455438,18.4,grit_diligent,3
N095042,Study 1 - Symptom primed by Frame,1633455438,18.4,grit_finish,3
N095042,Study 1 - Symptom primed by Frame,1633455438,18.4,grit_new_projects,3
N095042,Study 1 - Symptom primed by Frame,1633455438,18.4,grit_goals,3
N095042,Study 1 - Symptom primed by Frame,1633455438,18.4,grit_focus,3
Y091789,Study 1 - Symptom primed by Frame,1633630739,18.4,grit_focus,3
Y091789,Study 1 - Symptom primed by Frame,1633630739,18.4,grit_setbacks,3
Y091789,Study 1 - Symptom primed by Frame,1633630739,18.4,grit_interest,4
Y091789,Study 1 - Symptom primed by Frame,1633630739,18.4,grit_new_projects,3
Y091789,Study 1 - Symptom primed by Frame,1633630739,18.4,grit_hardworking,3
Y091789,Study 1 - Symptom primed by Frame,1633630739,18.4,grit_diligent,3
Y091789,Study 1 - Symptom primed by Frame,1633630739,18.4,grit_finish,4
Y091789,Study 1 - Symptom primed by Frame,1633630739,18.4,grit_goals,4
F040743,Study 1 - Symptom primed by Frame,1633779285,18.4,grit_new_projects,3
F040743,Study 1 - Symptom primed by Frame,1633779285,18.4,grit_hardworking,4
F040743,Study 1 - Symptom primed by Frame,1633779285,18.4,grit_setbacks,4
F040743,Study 1 - Symptom primed by Frame,1633779285,18.4,grit_diligent,3
F040743,Study 1 - Symptom primed by Frame,1633779285,18.4,grit_finish,3
F040743,Study 1 - Symptom primed by Frame,1633779285,18.4,grit_focus,3
F040743,Study 1 - Symptom primed by Frame,1633779285,18.4,grit_goals,3
F040743,Study 1 - Symptom primed by Frame,1633779285,18.4,grit_interest,3
W043313,Study 1 - Symptom primed by Frame,1637600538,18.4,grit_diligent,4
W043313,Study 1 - Symptom primed by Frame,1637600538,18.4,grit_new_projects,1
W043313,Study 1 - Symptom primed by Frame,1637600538,18.4,grit_setbacks,2
W043313,Study 1 - Symptom primed by Frame,1637600538,18.4,grit_hardworking,3
W043313,Study 1 - Symptom primed by Frame,1637600538,18.4,grit_finish,2
W043313,Study 1 - Symptom primed by Frame,1637600538,18.4,grit_goals,2
W043313,Study 1 - Symptom primed by Frame,1637600538,18.4,grit_focus,1
W043313,Study 1 - Symptom primed by Frame,1637600538,18.4,grit_interest,1
R41341,Study 2 - Frame primed by symptom,1649748204,18.4,grit_focus,1
R41341,Study 2 - Frame primed by symptom,1649748204,18.4,grit_new_projects,2
R41341,Study 2 - Frame primed by symptom,1649748204,18.4,grit_diligent,2
R41341,Study 2 - Frame primed by symptom,1649748204,18.4,grit_interest,2
R41341,Study 2 - Frame primed by symptom,1649748204,18.4,grit_hardworking,2
R41341,Study 2 - Frame primed by symptom,1649748204,18.4,grit_goals,1
R41341,Study 2 - Frame primed by symptom,1649748204,18.4,grit_finish,2
R41341,Study 2 - Frame primed by symptom,1649748204,18.4,grit_setbacks,1
C11246,Study 2 - Frame primed by symptom,1649975451,18.4,grit_hardworking,3
C11246,Study 2 - Frame primed by symptom,1649975451,18.4,grit_focus,3
C11246,Study 2 - Frame primed by symptom,1649975451,18.4,grit_finish,2
C11246,Study 2 - Frame primed by symptom,1649975451,18.4,grit_diligent,4
C11246,Study 2 - Frame primed by symptom,1649975451,18.4,grit_new_projects,3
C11246,Study 2 - Frame primed by symptom,1649975451,18.4,grit_setbacks,4
C11246,Study 2 - Frame primed by symptom,1649975451,18.4,grit_interest,2
C11246,Study 2 - Frame primed by symptom,1649975451,18.4,grit_goals,2
W41385,Study 2 - Frame primed by symptom,1650052622,18.4,grit_interest,2
W41385,Study 2 - Frame primed by symptom,1650052622,18.4,grit_new_projects,3
W41385,Study 2 - Frame primed by symptom,1650052622,18.4,grit_setbacks,5
W41385,Study 2 - Frame primed by symptom,1650052622,18.4,grit_goals,4
W41385,Study 2 - Frame primed by symptom,1650052622,18.4,grit_hardworking,3
W41385,Study 2 - Frame primed by symptom,1650052622,18.4,grit_finish,3
W41385,Study 2 - Frame primed by symptom,1650052622,18.4,grit_diligent,3
W41385,Study 2 - Frame primed by symptom,1650052622,18.4,grit_focus,3
C41402,Study 2 - Frame primed by symptom,1650061196,18.4,grit_new_projects,1
C41402,Study 2 - Frame primed by symptom,1650061196,18.4,grit_diligent,5
C41402,Study 2 - Frame primed by symptom,1650061196,18.4,grit_focus,2
C41402,Study 2 - Frame primed by symptom,1650061196,18.4,grit_finish,2
C41402,Study 2 - Frame primed by symptom,1650061196,18.4,grit_goals,2
C41402,Study 2 - Frame primed by symptom,1650061196,18.4,grit_hardworking,3
C41402,Study 2 - Frame primed by symptom,1650061196,18.4,grit_setbacks,3
C41402,Study 2 - Frame primed by symptom,1650061196,18.4,grit_interest,1
B14873,Study 2 - Frame primed by symptom,1653360961,18.4,grit_setbacks,3
B14873,Study 2 - Frame primed by symptom,1653360961,18.4,grit_finish,3
B14873,Study 2 - Frame primed by symptom,1653360961,18.4,grit_hardworking,5
B14873,Study 2 - Frame primed by symptom,1653360961,18.4,grit_interest,2
B14873,Study 2 - Frame primed by symptom,1653360961,18.4,grit_goals,2
B14873,Study 2 - Frame primed by symptom,1653360961,18.4,grit_focus,1
B14873,Study 2 - Frame primed by symptom,1653360961,18.4,grit_diligent,5
B14873,Study 2 - Frame primed by symptom,1653360961,18.4,grit_new_projects,3
M042866,Study 1 - Symptom primed by Frame,1631630483,18.5,grit_new_projects,5
M042866,Study 1 - Symptom primed by Frame,1631630483,18.5,grit_finish,1
M042866,Study 1 - Symptom primed by Frame,1631630483,18.5,grit_hardworking,4
M042866,Study 1 - Symptom primed by Frame,1631630483,18.5,grit_focus,5
M042866,Study 1 - Symptom primed by Frame,1631630483,18.5,grit_diligent,2
M042866,Study 1 - Symptom primed by Frame,1631630483,18.5,grit_goals,5
M042866,Study 1 - Symptom primed by Frame,1631630483,18.5,grit_interest,4
M042866,Study 1 - Symptom primed by Frame,1631630483,18.5,grit_setbacks,2
